passed,year,adult,popularity,runtime,vote_average,vote_count
1,2012,FALSE,7.255301,100,5.8,287
1,2011,FALSE,9.920479,94,6,35
1,2012,FALSE,10.425038,90,6.7,808
1,2012,FALSE,10.225555,94,6,229
1,2012,FALSE,5.654784,91,6.2,848
1,2012,FALSE,5.426921,105,6.6,392
0,2012,FALSE,7.968423,115,6.8,1055
0,2012,FALSE,2.944038,81,6.6,65
1,2008,FALSE,7.286477,92,5.8,509
1,2008,FALSE,1.019161,87,6.1,5
1,2012,FALSE,10.893224,87,5.3,457
0,2012,FALSE,6.089971,96,6.4,384
1,2012,FALSE,11.03595,112,7.3,2310
0,2001,FALSE,9.491177,102,8,169
0,2012,FALSE,12.727269,118,6.6,4777
1,2012,FALSE,7.563444,90,6.3,225
1,2012,FALSE,0.948759,95,5.6,1618
1,2001,FALSE,0.108027,96,5.3,2
1,2012,FALSE,4.296441,87,4.8,55
0,2012,FALSE,8.074218,137,7,720
0,2012,FALSE,5.808496,100,6.1,300
1,2012,FALSE,1.891233,106,5.8,25
1,2012,FALSE,7.45279,109,7.2,1186
0,2012,FALSE,7.820787,116,5.8,385
1,2012,FALSE,12.775679,102,7.7,3056
0,2012,FALSE,8.462801,115,7.9,946
0,2012,FALSE,7.34241,115,7,232
0,2012,FALSE,2.315249,108,7.1,39
1,2012,FALSE,2.24386,116,5.8,36
0,2012,FALSE,16.376482,91,6.1,2783
1,2012,FALSE,5.526878,107,5.4,244
1,2012,FALSE,8.513457,101,5.6,566
1,2012,FALSE,7.96508,106,5.7,339
1,2012,FALSE,5.900375,109,7,91
1,2011,FALSE,0.459659,80,5.5,4
1,2006,FALSE,0.631309,85,5.2,5
1,2012,FALSE,4.920986,103,6.6,77
0,2012,FALSE,7.83072,118,7,248
0,2012,FALSE,10.296047,87,6.6,951
0,2012,FALSE,12.490637,110,6.8,1611
1,2012,FALSE,16.231945,91,6.8,2622
0,2012,FALSE,1.150293,98,6.3,14
1,2012,FALSE,14.238234,120,7.1,3473
0,2012,FALSE,9.643538,110,6.7,1224
1,2011,FALSE,8.328357,90,5.8,154
1,2012,FALSE,5.256712,121,5.9,46
0,2012,FALSE,7.113542,97,6.1,179
1,2012,FALSE,8.26942,86,3.7,22
1,1996,FALSE,2.932292,96,7.4,34
1,2011,FALSE,9.382577,86,4.8,135
1,2011,FALSE,5.799422,93,4.8,107
1,2012,FALSE,2.795503,93,5.3,48
1,2012,FALSE,6.188286,95,5.2,574
1,2012,FALSE,13.494246,172,6.6,3031
1,2012,FALSE,5.745206,94,5.1,435
1,2012,FALSE,2.643849,116,5.8,34
0,2012,FALSE,6.777326,97,5.8,751
0,2012,FALSE,5.760319,98,6.6,183
1,2011,FALSE,0.233401,0,5,6
1,2012,FALSE,4.893812,85,6.3,88
1,2007,FALSE,4.822464,88,5.1,68
1,2012,FALSE,13.697597,108,7.1,4656
1,2016,FALSE,,,,
1,2012,FALSE,14.488111,122,7,4840
1,2012,FALSE,10.973822,138,6.5,2449
0,2012,FALSE,8.543311,130,6.5,660
0,2012,FALSE,14.045042,127,7.2,5912
0,2012,FALSE,8.310945,96,5.2,369
1,2012,FALSE,12.493245,81,5.9,148
0,2012,FALSE,6.770051,84,5.5,237
1,2005,FALSE,1.126803,93,4,14
1,2012,FALSE,11.03656,105,6.6,80
1,2012,FALSE,7.663947,127,7.5,413
0,2012,FALSE,11.20619,88,5.8,141
0,2012,FALSE,9.189238,85,5.1,52
1,2012,FALSE,12.107182,76,7.7,410
1,2012,FALSE,10.680331,149,6.7,1456
1,2012,FALSE,6.290812,93,4.9,93
1,2011,FALSE,3.476938,85,4.8,34
1,2012,FALSE,26.080995,115,6.1,2641
1,2000,FALSE,0.132439,66,7,1
1,2012,FALSE,4.707256,92,5.5,17
0,2012,FALSE,5.627787,93,5.3,573
0,2012,FALSE,10.943775,97,7.1,1981
1,2012,FALSE,6.79497,118,6.1,300
1,2011,FALSE,6.078336,84,4.7,7
1,2012,FALSE,7.429822,92,6.4,240
1,2012,FALSE,7.859968,99,6.7,679
1,2010,FALSE,0.000018,123,0,0
1,2013,FALSE,8.534039,122,6.4,165
0,2012,FALSE,10.841495,98,6.3,527
1,2012,FALSE,4.912681,105,7.3,71
0,2012,FALSE,23.253089,169,7,8427
0,2012,FALSE,3.724207,94,5.3,77
0,2012,FALSE,3.779077,155,7.2,84
1,2012,FALSE,9.649303,157,6.7,1723
0,2013,FALSE,10.430238,97,6.4,2698
1,2011,FALSE,2.477815,117,5.8,22
1,2012,FALSE,7.479014,95,5.4,287
0,2012,FALSE,3.687905,98,6.1,49
0,2012,FALSE,12.789812,130,6.3,3046
0,2012,FALSE,19.785025,165,7.8,10297
1,2012,FALSE,11.418802,134,5.6,909
1,2012,FALSE,8.546197,90,6.2,96
1,2012,FALSE,2.688548,112,5.4,32
1,2012,FALSE,6.93228,98,6.4,141
1,2010,FALSE,1.31098,98,6.3,9
1,2012,FALSE,8.332313,93,5.8,289
1,2010,FALSE,4.834304,97,5.8,354
1,2010,FALSE,0.594166,93,6.2,8
1,2012,FALSE,11.746053,104,5.8,212
0,2012,FALSE,9.143819,99,6.3,257
0,2011,FALSE,5.928982,78,4.3,14
0,2012,FALSE,10.855439,85,5.9,85
1,2012,FALSE,0.278476,105,5.6,4
1,2012,FALSE,3.611437,133,7.3,68
0,1996,FALSE,6.532164,86,5.3,38
1,2014,FALSE,0.981883,128,6.3,8
1,2010,FALSE,0.400975,90,6,3
1,2011,FALSE,0.457497,88,6.2,10
1,2013,FALSE,7.214828,92,5.3,475
0,2013,FALSE,8.581558,113,6.2,1805
0,2012,FALSE,4.704351,125,5.1,30
0,2012,FALSE,5.367502,121,5.9,261
1,2013,FALSE,6.531373,86,5.4,523
1,2009,FALSE,1.812246,106,6.5,12
1,2011,FALSE,0.681778,76,3.3,2
1,2009,FALSE,1.09906,0,4.1,6
1,2012,FALSE,5.337351,111,6.5,34
0,2013,FALSE,10.691321,107,5.7,1282
1,2013,FALSE,16.018525,100,6,1452
0,2013,FALSE,8.003815,96,6.5,277
1,2012,FALSE,4.38806,101,5.7,84
0,2005,FALSE,0.15962,240,8.6,4
1,2013,FALSE,13.963892,118,5.7,1467
1,2012,FALSE,9.921876,88,6.2,187
0,2012,FALSE,1.006239,58,7.5,12
1,2010,FALSE,1.010072,91,3.5,27
1,2012,FALSE,4.77863,103,6.6,51
1,2012,FALSE,3.291884,88,5.3,42
1,2013,FALSE,6.53667,116,6.5,308
1,2012,FALSE,2.437961,110,7,46
0,2012,FALSE,2.847953,92,5.4,39
0,2012,FALSE,5.97966,118,7,132
1,2012,FALSE,5.348025,103,7.3,379
1,2013,FALSE,11.645847,106,6.4,1340
0,2013,FALSE,7.321172,111,5.6,1667
1,2012,FALSE,6.468915,108,7.1,104
1,2000,FALSE,20.485203,124,5.6,1017
0,2013,FALSE,12.471865,98,5.2,3519
1,2013,FALSE,7.598422,115,6.9,840
1,2013,FALSE,11.617481,89,5.7,337
1,2013,FALSE,11.30324,108,7.3,583
1,2011,FALSE,13.869345,90,5.3,149
1,2012,FALSE,2.060217,76,5.3,28
0,2013,FALSE,26.972326,97,6.1,668
0,2012,FALSE,7.90622,88,7,113
0,2013,FALSE,11.606061,114,5.5,2634
1,2013,FALSE,5.874458,88,4.4,204
1,2013,FALSE,10.560608,110,5.4,3045
1,2013,FALSE,7.222816,99,6.5,895
1,1996,FALSE,6.651567,99,5.5,120
1,2013,FALSE,7.150388,118,5.9,646
1,2013,FALSE,14.757874,98,6.8,2447
1,2011,FALSE,0.17424,105,7,2
0,2011,FALSE,3.042738,91,4.3,39
1,2012,FALSE,8.804555,111,6.6,190
1,2010,FALSE,2.698707,120,6.5,37
1,2014,FALSE,1.564398,87,6.8,26
1,2013,FALSE,0.213435,91,5.8,6
1,2012,FALSE,2.989182,100,5.2,35
1,2012,FALSE,5.15245,90,5.9,196
1,2013,FALSE,11.783332,97,5.4,348
0,2013,FALSE,9.385769,100,5.3,732
1,2012,FALSE,14.830235,94,5,1580
0,2010,FALSE,0.553158,0,4.2,14
1,2011,FALSE,0.132262,81,5.7,3
1,2013,FALSE,8.611077,94,6.6,1275
0,2013,FALSE,10.978188,120,6.2,3010
1,2013,FALSE,3.00147,95,5.7,39
1,2009,FALSE,7.04835,87,5.6,11
1,2012,FALSE,9.617662,105,7.3,259
0,2012,FALSE,7.492658,140,6.8,1689
1,2012,FALSE,10.642891,100,5.8,165
1,2006,FALSE,11.342024,125,6,1859
1,2010,FALSE,0.967134,85,6,25
1,2011,FALSE,8.278079,93,5,52
1,2013,FALSE,10.098539,107,5.5,307
1,2013,FALSE,12.01525,91,6.4,1754
0,2013,FALSE,7.876299,101,6.5,975
0,2013,FALSE,7.67857,99,5.7,284
1,2011,FALSE,7.502597,113,6.3,23
1,2013,FALSE,14.654053,124,6.4,4862
1,2012,FALSE,8.452485,112,5.9,164
0,2013,FALSE,11.637224,128,6.8,795
0,2013,FALSE,12.18812,115,6.9,459
1,2012,FALSE,9.609614,94,6,140
0,2012,FALSE,9.329974,100,5.6,251
1,2009,FALSE,1.377897,85,4,10
1,2009,FALSE,0.185714,89,6,4
0,2013,FALSE,11.414048,107,6.2,2394
1,2013,FALSE,23.721243,130,6.8,8951
0,2013,FALSE,7.112624,90,5.3,223
0,2011,FALSE,6.475665,130,5.9,77
0,2013,FALSE,7.881579,130,7,1080
1,2013,FALSE,3.931936,105,6.2,64
1,2012,FALSE,5.46567,102,4.4,91
0,2012,FALSE,5.538648,98,5.4,46
1,2013,FALSE,17.598936,143,7.3,3885
0,2013,FALSE,15.78129,132,7.4,4479
0,2013,FALSE,0.393865,119,6.1,1691
1,2012,FALSE,11.397245,95,4.9,44
1,2012,FALSE,13.922815,108,7.1,77
1,2013,FALSE,6.069475,90,5.6,886
1,2013,FALSE,11.913405,102,6.4,1143
1,2008,FALSE,1.458231,102,5.5,11
1,2012,FALSE,12.507625,112,7.7,341
1,2012,FALSE,8.471415,86,7.3,358
1,2012,FALSE,9.981121,101,5.1,244
0,2013,FALSE,7.339451,118,6.6,307
1,2011,FALSE,2.037221,115,6.7,36
1,2010,FALSE,8.367858,89,5.3,110
1,2013,FALSE,7.089137,111,6.6,121
0,2013,FALSE,10.747642,100,5,2579
0,2013,FALSE,17.852022,115,7.3,5635
1,2013,FALSE,6.383512,92,6,234
0,2012,FALSE,10.04115,95,5,52
1,2010,FALSE,0.582453,87,6.3,8
1,2013,FALSE,12.015917,90,6.3,23
0,2012,FALSE,5.532455,92,6.1,107
1,2013,FALSE,10.342737,103,7.1,695
1,1996,FALSE,7.025918,123,5.5,17
1,2012,FALSE,5.455903,107,7.1,117
1,2013,FALSE,18.538834,143,6.5,6462
0,2013,FALSE,6.25805,93,7,427
1,2013,FALSE,6.651605,90,5.7,421
1,2012,FALSE,5.329701,113,7.1,70
1,2013,FALSE,23.207663,86,6,2498
1,2013,FALSE,8.283621,89,7.4,85
1,2013,FALSE,7.913029,90,5.3,1205
0,2013,FALSE,16.267502,104,7,3622
0,2013,FALSE,5.093586,99,4.4,95
0,2013,FALSE,33.949359,131,6.7,4903
1,2012,FALSE,1.83717,87,5.6,25
1,2013,FALSE,26.114917,116,6.7,5683
1,2013,FALSE,15.232738,109,6.4,3510
1,2012,FALSE,8.535611,93,7.4,149
1,2012,FALSE,9.912269,98,5.8,167
1,2013,FALSE,6.964263,90,6.2,549
1,2013,FALSE,7.090029,100,6.6,370
1,2013,FALSE,24.82355,98,7,4729
0,2013,FALSE,9.920223,131,6.3,1910
1,2010,FALSE,0.000018,123,0,0
0,1995,FALSE,12.706403,117,6.5,1595
0,2013,FALSE,12.729104,149,5.9,2361
1,2012,FALSE,10.260026,100,5.1,146
1,2012,FALSE,3.908079,140,6.3,27
1,2013,FALSE,10.714779,95,6,300
0,2015,FALSE,0.328289,147,5.8,2
0,2013,FALSE,8.098964,95,6.8,1074
0,2013,FALSE,11.26248,112,5.7,164
1,2013,FALSE,5.499664,98,5.2,126
0,2012,FALSE,5.945296,103,6.7,101
1,2013,FALSE,5.305049,81,5.3,71
1,2013,FALSE,4.928195,86,3.8,484
0,1996,FALSE,0.48737,210,4,3
1,2012,FALSE,6.715938,97,7.3,657
1,2013,FALSE,13.305596,85,7.3,397
0,2013,FALSE,9.369679,96,5.4,1280
0,2010,FALSE,3.723562,88,5.4,67
0,2013,FALSE,9.527559,75,7.3,458
0,2013,FALSE,13.382027,91,5.3,425
0,1995,FALSE,0.653579,204,9.5,2
0,2013,FALSE,13.567726,90,6.3,71
1,2013,FALSE,14.90169,112,7.4,3169
1,2011,FALSE,7.515436,96,5.1,281
0,2013,FALSE,9.726664,95,5.2,465
1,2013,FALSE,8.979753,96,6.1,1094
1,2013,FALSE,3.918287,126,6.3,4110
1,2013,FALSE,7.745083,90,6,361
1,2013,FALSE,11.04233,116,6.4,1548
0,2013,FALSE,6.976215,111,6.4,130
0,2013,FALSE,13.336512,109,6.6,1611
1,2013,FALSE,12.61244,98,7,1126
1,2013,FALSE,8.176134,142,7.3,745
0,2013,FALSE,7.244622,90,3.8,23
1,2013,FALSE,10.338222,106,5.9,1685
1,2013,FALSE,10.640864,105,5.5,711
1,2013,FALSE,10.130541,90,6.5,184
0,2013,FALSE,2.826746,91,6.3,37
1,2013,FALSE,8.353231,72,7.1,41
1,2013,FALSE,11.829231,105,5.8,295
0,2013,FALSE,6.57698,94,6,111
0,2013,FALSE,9.411725,100,5.8,1180
1,2011,FALSE,0.527275,95,4.6,4
1,2013,FALSE,13.570264,103,6.3,2275
0,2013,FALSE,9.596377,119,6.2,2066
0,2013,FALSE,11.604181,91,5.7,568
1,2013,FALSE,5.495138,83,7.9,456
1,2013,FALSE,14.336187,130,6.2,1649
1,2013,FALSE,2.976672,89,5.2,32
1,2013,FALSE,9.769134,93,6.4,232
1,2013,FALSE,11.213913,123,7.8,2140
0,2010,FALSE,6.108241,75,7.1,152
1,2013,FALSE,12.388833,105,6.1,473
1,2001,FALSE,0.223332,90,4.8,2
0,2011,FALSE,0.825042,98,7.8,5
1,2009,FALSE,2.464117,85,5.5,22
1,2012,FALSE,4.565307,89,6.2,76
1,1996,FALSE,0.241093,102,7.5,2
1,2013,FALSE,11.096363,92,5.7,23
0,2013,FALSE,12.797172,96,5.8,174
1,2013,FALSE,2.957165,75,4.5,32
0,2013,FALSE,18.50194,91,7.3,5879
1,2013,FALSE,1.39366,87,4.6,14
1,2013,FALSE,10.841891,93,6.7,688
0,2012,FALSE,1.807096,86,6.6,27
1,2013,FALSE,11.96262,153,7.9,3183
0,2013,FALSE,6.760321,116,6.5,731
1,2012,FALSE,2.390972,97,6.6,32
1,2013,FALSE,8.076305,97,6.6,192
0,2013,FALSE,9.040324,106,6.5,1237
0,2013,FALSE,10.63552,123,7.7,2310
1,2013,FALSE,8.047735,111,6.1,1052
1,2013,FALSE,12.34835,96,7.9,460
0,2012,FALSE,3.611436,12,5.3,18
1,2013,FALSE,7.081404,104,5.5,348
1,2012,FALSE,7.913726,108,5.5,110
1,2009,FALSE,5.626141,89,6.2,381
1,2013,FALSE,4.573796,95,6,68
0,2012,FALSE,1.304887,87,6.8,11
1,2013,FALSE,11.160699,115,7.4,648
1,2013,FALSE,6.782909,93,6.6,351
1,2013,FALSE,10.948605,90,5.9,1708
0,2013,FALSE,8.864607,91,5.5,547
1,2012,FALSE,1.128018,100,6.3,7
1,2013,FALSE,15.771245,97,5.6,417
1,2013,FALSE,14.412061,95,6.4,936
0,2013,FALSE,13.776068,134,7.6,2495
0,2012,FALSE,3.00007,104,6.7,43
1,2013,FALSE,9.251084,107,5.3,642
0,2013,FALSE,14.970485,97,6.8,628
1,2013,FALSE,2.279636,100,6.6,46
1,2013,FALSE,5.590678,96,5.6,87
0,2013,FALSE,14.191611,115,6.7,1688
1,2013,FALSE,2.53363,108,6.1,41
1,2010,FALSE,8.870325,100,6,102
1,2002,FALSE,18.399055,100,5.8,1505
0,2013,FALSE,10.850442,128,5.7,368
1,2013,FALSE,14.723646,117,5,724
1,2013,FALSE,8.534039,122,6.4,165
0,2011,FALSE,7.597475,93,6.5,344
1,2013,FALSE,30.316249,134,7.9,3787
0,2013,FALSE,7.075031,104,7.1,455
0,2013,FALSE,12.74965,106,6.6,679
1,2010,FALSE,2.518077,109,5.3,24
0,2007,FALSE,1.732983,109,6.4,24
1,2013,FALSE,34.905447,112,6.8,4873
1,2008,FALSE,0.0424,96,4,1
1,2013,FALSE,14.785719,117,7.9,2973
0,2012,FALSE,7.60849,89,5.1,224
0,2013,FALSE,5.921419,91,7.2,83
1,2013,FALSE,14.21278,101,6.4,270
1,2013,FALSE,4.80745,103,5.7,103
1,2002,FALSE,10.053166,97,6.3,272
0,1998,FALSE,6.812108,128,6.3,101
1,2010,FALSE,5.376548,93,6.4,58
0,2001,FALSE,1.355844,91,4,12
0,2013,FALSE,9.157369,105,6.4,813
1,2013,FALSE,0.265046,83,4.1,219
0,2010,FALSE,0.308842,90,3.1,6
1,2013,FALSE,6.927182,98,7.4,588
1,2013,FALSE,16.373622,131,7.4,1528
1,2013,FALSE,6.102021,123,6.7,110
1,2013,FALSE,8.651053,80,7.1,262
1,2013,FALSE,25.309139,146,7.4,6656
1,2013,FALSE,20.644776,161,7.6,4633
0,2013,FALSE,14.88937,119,5.9,1357
0,2013,FALSE,13.548808,105,6.2,561
0,2010,FALSE,24.248243,102,7.3,5440
0,2013,FALSE,10.838063,105,7.2,845
0,2009,FALSE,1.038141,117,7.1,14
1,2013,FALSE,16.382422,180,7.9,6768
0,2013,FALSE,9.896704,100,6.4,898
0,2013,FALSE,11.318079,141,6.5,225
1,2013,FALSE,6.954296,121,6.9,497
1,2013,FALSE,16.478036,138,6.8,2868
1,2013,FALSE,8.684892,114,7,3213
0,2013,FALSE,13.829515,126,7.9,4215
0,2013,FALSE,4.86809,90,5,31
1,2001,FALSE,0.430616,105,6.7,5
1,2013,FALSE,2.650803,80,7.2,31
0,2007,FALSE,1.28251,105,5.3,3
0,2013,FALSE,10.855502,121,7.4,1549
1,2013,FALSE,2.941353,79,6.5,55
1,2013,FALSE,15.130888,125,7.3,1256
0,2013,FALSE,1.512586,88,7.1,32
1,2013,FALSE,6.636313,96,6.2,80
1,2013,FALSE,1.044582,87,4.1,20
0,2003,FALSE,7.882353,104,5.9,632
1,2013,FALSE,7.600751,119,6,940
1,2012,FALSE,0.115688,100,8,3
1,2013,FALSE,14.131906,126,6.7,2910
1,2013,FALSE,8.753381,97,5.9,211
0,2013,FALSE,3.356422,83,5.9,65
0,2013,FALSE,13.332387,155,7.2,365
0,1999,FALSE,3.587006,102,6.1,27
1,2012,FALSE,4.871071,90,4.3,109
0,2012,FALSE,2.546614,99,6.4,15
1,2013,FALSE,5.314063,93,5.8,84
1,2013,FALSE,4.190074,90,4.6,31
0,2014,FALSE,8.898523,84,5.2,455
1,2013,FALSE,13.594992,123,7.2,585
1,2012,FALSE,0.390499,90,6,2
0,2007,FALSE,0.916712,90,6.3,2
0,2014,FALSE,4.726238,106,6.4,270
1,2002,FALSE,1.234015,103,5.9,17
1,2013,FALSE,4.183558,111,6.2,66
0,2013,FALSE,6.099421,116,6.7,277
1,2013,FALSE,7.859837,105,5.5,192
1,2013,FALSE,5.874701,95,5.3,91
0,2012,FALSE,0.68574,81,1.7,3
0,2013,FALSE,1.505666,81,7.3,31
0,2012,FALSE,0.80519,80,5.6,13
0,2014,FALSE,9.895752,99,6.1,867
0,2014,FALSE,11.234862,105,5.9,1194
1,2014,FALSE,21.572585,139,6.9,4784
1,2009,FALSE,1.139989,7,8.3,11
1,1996,FALSE,0.861893,95,6.4,9
0,2004,FALSE,1.797462,96,7.3,3
1,2012,FALSE,8.732143,83,4.9,80
1,2013,FALSE,9.078909,96,5.1,31
1,2013,FALSE,3.880541,91,5.5,38
1,2014,FALSE,8.138622,79,7,234
1,2013,FALSE,2.118377,90,4.5,41
1,2013,FALSE,4.262544,159,7.1,80
1,2008,FALSE,2.090843,139,6.1,33
0,2014,FALSE,9.415817,92,5.1,701
0,1998,FALSE,2.17195,87,7,2
0,2014,FALSE,7.392294,91,5.9,99
0,2013,FALSE,12.66992,91,6.7,1326
1,2009,FALSE,7.306487,74,7.2,133
1,2014,FALSE,5.658774,90,6.3,106
0,2006,FALSE,0.967551,101,4,1
1,2013,FALSE,6.839535,105,6.7,234
0,2001,FALSE,0.517479,89,6.1,5
1,2013,FALSE,4.909843,110,6.1,212
1,2013,FALSE,3.534494,105,6.2,56
0,2014,FALSE,11.132411,118,5.8,1545
1,2014,FALSE,16.418133,100,7.5,3127
0,2009,FALSE,2.234864,110,5.1,18
0,2014,FALSE,10.246549,102,5.7,2385
1,2005,FALSE,0.340366,65,3.5,7
1,2013,FALSE,6.281872,86,5.5,162
0,1998,FALSE,2.34262,79,4.3,10
1,2014,FALSE,6.966505,110,5.5,560
1,2014,FALSE,10.46897,96,6.2,356
1,2013,FALSE,4.944783,107,6.2,141
0,2014,FALSE,4.380997,91,5.9,78
0,2013,FALSE,10.990614,107,5.9,383
0,2014,FALSE,13.784411,118,6.5,346
0,2014,FALSE,5.916675,86,5.6,75
0,2014,FALSE,9.543004,100,6,217
0,2014,FALSE,14.442048,99,8,4644
0,2014,FALSE,6.739737,98,6,137
1,2009,FALSE,0.391552,102,6,108
1,2015,FALSE,0.963993,89,3.7,16
0,2014,FALSE,2.65071,133,7,43
1,2014,FALSE,8.060403,94,6.1,1020
1,2014,FALSE,32.213481,169,8.1,11187
0,2014,FALSE,2.069208,90,7.6,17
1,2014,FALSE,17.861119,113,6,896
1,2014,FALSE,19.650229,106,6.8,2302
1,2013,FALSE,4.121282,105,5.2,40
0,2004,FALSE,1.53998,72,5.8,8
0,2013,FALSE,3.802031,85,5.6,88
0,2014,FALSE,12.904677,102,6.1,2438
1,2013,FALSE,10.743115,99,7.1,102
1,2013,FALSE,7.220003,78,5,140
0,2014,FALSE,10.896238,108,5.2,134
1,2014,FALSE,6.480574,83,6.7,190
0,2013,FALSE,11.311004,85,6.3,156
1,2010,FALSE,1.715955,111,6.8,35
1,2004,FALSE,2.369185,98,5.8,5
0,2014,FALSE,6.707974,108,6,1118
0,2014,FALSE,18.271383,130,6.1,1560
1,2014,FALSE,,,,
1,2014,FALSE,7.510159,107,6.5,482
0,2013,FALSE,5.847166,88,6.4,335
0,2014,FALSE,5.255451,98,6.8,220
0,2002,FALSE,1.132774,10,6.8,14
0,2013,FALSE,7.70426,122,6,63
1,2014,FALSE,18.717704,136,7.6,5881
1,2014,FALSE,14.924487,139,5.5,2408
1,2013,FALSE,1.138099,104,5.8,15
1,2007,FALSE,0.553636,107,6,5
0,2014,FALSE,6.599539,99,4.4,542
0,2014,FALSE,7.244956,112,6.2,318
1,2012,FALSE,7.164645,96,6.5,51
1,2012,FALSE,5.875708,90,6.1,65
1,2013,FALSE,5.871579,92,5.9,336
0,2010,FALSE,5.818278,182,7,59
0,2014,FALSE,5.596449,109,6.5,309
0,2010,FALSE,0.138737,80,5,3
0,2014,FALSE,26.23687,142,6.5,4274
0,2002,FALSE,0.646465,98,10,1
0,2014,FALSE,12.317738,74,6.8,299
0,2014,FALSE,11.033403,100,7.1,334
1,2014,FALSE,8.698043,104,6.3,1079
1,2014,FALSE,8.18534,102,6.3,997
0,2013,FALSE,9.596119,90,5.9,219
0,2014,FALSE,9.730176,119,5.9,2339
1,2011,FALSE,3.092998,90,5.5,60
0,2014,FALSE,7.88371,99,6.1,234
1,2014,FALSE,9.389354,109,6.2,1467
1,2004,FALSE,7.424487,79,6,450
0,2013,FALSE,3.74133,93,6.4,50
1,2014,FALSE,12.227198,104,5.8,603
1,2014,FALSE,7.482959,90,5.7,628
0,2013,FALSE,12.792394,85,6.9,780
1,2014,FALSE,12.204174,105,5.2,1294
1,2013,FALSE,1.539406,84,4.6,29
1,2014,FALSE,11.90575,96,6.2,2773
1,1999,FALSE,0.625962,0,4.9,4
1,2013,FALSE,5.819403,91,5.4,108
1,2014,FALSE,13.454169,105,7.2,230
1,2013,FALSE,6.985915,117,6.2,256
1,2014,FALSE,6.965686,90,5.2,187
1,2011,FALSE,3.849058,80,6.6,28
1,2014,FALSE,11.322269,100,5.9,20
1,2014,FALSE,36.447603,89,6.3,6048
0,2014,FALSE,26.058586,131,7.5,6155
1,1998,FALSE,14.019239,123,6.1,3232
1,2011,FALSE,8.361319,100,5.1,90
1,2014,FALSE,7.844705,95,5.8,561
1,2013,FALSE,11.509412,90,6.9,464
1,2013,FALSE,7.261527,100,6.4,356
0,2014,FALSE,8.720309,114,7.2,1203
0,2014,FALSE,12.661286,133,7.9,320
0,2013,FALSE,1.634311,60,5.6,22
1,2014,FALSE,10.395472,117,6.6,1028
1,2014,FALSE,10.289628,104,7.3,1285
1,2014,FALSE,19.467404,97,7,4607
1,2014,FALSE,10.652311,96,5.5,265
1,2014,FALSE,5.599039,85,4.8,213
1,2013,FALSE,6.195085,101,5.9,53
1,2016,FALSE,0.689498,89,7.8,3
1,2013,FALSE,6.136853,94,5.7,139
0,2014,FALSE,10.38391,116,5.8,1494
0,2014,FALSE,31.982986,113,7.6,4979
1,2013,FALSE,0.239993,112,7,190
0,2015,FALSE,17.836882,131,7.1,3274
0,2014,FALSE,9.453942,124,6.6,264
1,2013,FALSE,0.265042,92,6,144
1,1997,FALSE,0.361288,52,5.4,7
1,2014,FALSE,16.274653,125,7.6,3868
0,2013,FALSE,15.108283,112,6.7,109
1,1997,FALSE,2.154873,48,6,2
1,2013,FALSE,0.110065,95,7,20
1,2014,FALSE,9.431879,112,5.8,398
1,2008,FALSE,1.97924,120,6.5,12
1,2013,FALSE,4.701726,105,6.6,156
1,2012,FALSE,4.783716,94,5.8,298
1,2012,FALSE,1.946823,87,3.8,20
0,2014,FALSE,17.618057,132,7.1,2997
0,2014,FALSE,12.256689,102,7.6,3163
1,2014,FALSE,18.193263,119,7.4,4657
1,2013,FALSE,2.382853,83,6,42
1,2013,FALSE,10.964552,86,5.1,101
1,2006,FALSE,1.182339,91,5,5
